character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed
195,Lyndis,Fire Emblem: Rekka no Ken,2003,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/florina-and-lyndis-in-fire-emblem-blazing-sword-rekka-no-ken,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Florina and Lyndis in Fire Emblem: Blazing Sword (Rekka no Ken). Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
196,Heather,Fire Emblem: Radiant Dawn,2007,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/10/heather-in-fire-emblem-path-of-radiance,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Heather in Fire Emblem: Radiant Dawn.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
197,Ike,Fire Emblem: Path of Radiance,2005,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/ike-and-soren-in-fire-emblem-path-of-radiance,LGBTQ Video Game Archive classification: gay:implicit. Source page: Ike and Soren in Fire Emblem: Path of Radiance. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
198,Soren,Fire Emblem: Path of Radiance,2005,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/ike-and-soren-in-fire-emblem-path-of-radiance,LGBTQ Video Game Archive classification: gay:implicit. Source page: Ike and Soren in Fire Emblem: Path of Radiance. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
199,Jill,Fire Emblem: Path of Radiance,2005,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10464,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Jill and Mist in Fire Emblem: Path of Radiance. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
200,Mist,Fire Emblem: Path of Radiance,2005,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10464,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Jill and Mist in Fire Emblem: Path of Radiance. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
201,Joshua,Fire Emblem: Sacred Stones,2004,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/joshua-and-gerik-in-fire-emblem-sacred-stones,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Joshua and Gerik in Fire Emblem: Sacred Stones. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
202,Gerik,Fire Emblem: Sacred Stones,2004,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/joshua-and-gerik-in-fire-emblem-sacred-stones,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Joshua and Gerik in Fire Emblem: Sacred Stones. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
203,Kyza,Fire Emblem: Radiant Dawn,2007,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/10/kyza-in-fire-emblem-radiant-dawn,"LGBTQ Video Game Archive classification: gay:explicit, transgender:implicit. Source page: Kyza in Fire Emblem: Radiant Dawn.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
204,Legault,Fire Emblem: Rekka no Ken,2003,,,,,unknown,playable,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12604,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Legault in Fire Emblem: The Blazing Blade.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
205,Leon,Fire Emblem Echoes: Shadows of Valentia,2017,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/21/leon-from-fire-emblem-echoes-shadows-of-valentia,LGBTQ Video Game Archive classification: gay:explicit. Source page: Leon from Fire Emblem Echoes: Shadows of Valentia.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
206,Lucius,Fire Emblem: Rekka no Ken,2003,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/lucius-and-raven-in-fire-emblem-blazing-sword-rekka-no-ken,LGBTQ Video Game Archive classification: gay:implicit. Source page: Lucius and Raven in Fire Emblem: Blazing Sword (Rekka no Ken). Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
207,Raven,Fire Emblem: Rekka no Ken,2003,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/lucius-and-raven-in-fire-emblem-blazing-sword-rekka-no-ken,LGBTQ Video Game Archive classification: gay:implicit. Source page: Lucius and Raven in Fire Emblem: Blazing Sword (Rekka no Ken). Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
208,Lukas,Fire Emblem Echoes: Shadows of Valentia,2017,,,,,unknown,playable,man,asexual; aromantic,sexual_orientation; romantic_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12634,"LGBTQ Video Game Archive classification: asexual:implicit, aromantic:implicit. Source page: Lukas in Fire Emblem Echoes: Shadows of Valentia.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
209,Marty,Fire Emblem: Thracia 776,1999,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12597,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Marty and Dagdar in Fire Emblem: Thracia 776.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
210,Dagdar,Fire Emblem: Thracia 776,1999,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12597,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Marty and Dagdar in Fire Emblem: Thracia 776.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
211,Michael Doi,Bust-a-Groove 2,1999,,,,,unknown,playable,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/01/michael-doi-in-bust-a-groove-2,LGBTQ Video Game Archive classification: gay:explicit. Source page: Michael Doi in Bust a Groove 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
212,Ranulf,Fire Emblem: Radiant Dawn,2007,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2017/02/10/ranulf-in-fire-emblem-radiant-dawn,LGBTQ Video Game Archive classification: gay:implicit. Source page: Ranulf in Fire Emblem: Radiant Dawn.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
213,Reyson,Fire Emblem: Path of Radiance,2005,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12613,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Reyson and Tibarn in Fire Emblem: Path of Radiance.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
214,Tibarn,Fire Emblem: Path of Radiance,2005,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12613,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Reyson and Tibarn in Fire Emblem: Path of Radiance.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
215,Jolly Roger,Banjo-Tooie,2000,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/09/jolly-roger-in-banjo-tooie,LGBTQ Video Game Archive classification: gay:implicit. Source page: Jolly Roger in Banjo-Tooie.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
216,Merry Maggie Malpass,Banjo-Tooie,2000,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/09/6023,LGBTQ Video Game Archive classification: transgender:implicit. Source page: Merry Maggie Malpass in Banjo-Tooie.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
217,Telsia Murphy,Star Trek: Voyager Elite Force,2000,,,,,unknown,unknown,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/13/telsia-murphy-in-star-trek-voyager-elite-force,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Telsia Murphy in Star Trek: Voyager- Elite Force.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
218,Willow,Buffy The Vampire Slayer,2000,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/04/willow-and-tara-in-buffy-the-vampire-slayer,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Willow and Tara in Buffy the Vampire Slayer.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
219,Tara,Buffy The Vampire Slayer,2000,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/04/willow-and-tara-in-buffy-the-vampire-slayer,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Willow and Tara in Buffy the Vampire Slayer.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
220,Angof,Runescape,2001,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/26/angof-in-runescape,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Angof in RuneScape.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
221,Carl/Quentin,Conker’s Bad Fur Day,2001,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/05/25/carlquentin-in-conkers-bad-fur-day,LGBTQ Video Game Archive classification: gay:implicit. Source page: Carl/Quentin in Conker’s Bad Fur Day.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
222,CJ,Animal Crossing: New Horizons,2020,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12100,LGBTQ Video Game Archive classification: gay:implicit. Source page: CJ and Flick in Animal Crossing: New Horizons.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
223,Flick,Animal Crossing: New Horizons,2020,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12100,LGBTQ Video Game Archive classification: gay:implicit. Source page: CJ and Flick in Animal Crossing: New Horizons.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
224,Gerard,Shadow Hearts: From the New World,2005,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/gerard-magimel-and-buigen,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gerard Magimel and Buigen.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
225,Buigen in Shadow Hearts: From the New World,Shadow Hearts: From the New World,2005,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/gerard-magimel-and-buigen,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gerard Magimel and Buigen.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
226,Gracie,Animal Crossing: New Leaf,2012,,,,,unknown,unknown,trans_man,gay,sexual_orientation; gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/01/15/gracie-in-animal-crossing-new-leaf,"LGBTQ Video Game Archive classification: gay:implicit, transgender:implicit. Source page: Gracie in Animal Crossing: New Leaf.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
227,Hana,Fear Effect 2:Retro Helix,2001,,,,,unknown,playable,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/10/hana-and-rain-in-fear-effect-2-retro-helix,"LGBTQ Video Game Archive classification: lesbian:explicit, bisexual:explicit. Source page: Hana and Rain in Fear Effect 2: Retro Helix. Press Q records the orientation as ambiguous because the source describes it as rumored, implied, or not explicitly stated.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
228,Rain,Fear Effect 2:Retro Helix,2001,,,,,unknown,playable,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/10/hana-and-rain-in-fear-effect-2-retro-helix,"LGBTQ Video Game Archive classification: lesbian:explicit, bisexual:explicit. Source page: Hana and Rain in Fear Effect 2: Retro Helix. Press Q records the orientation as ambiguous because the source describes it as rumored, implied, or not explicitly stated.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
229,Isabelle,Animal Crossing: New Leaf,2012,,,,,unknown,unknown,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/01/15/isabelle-in-animal-crossing-new-leaf,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Isabelle in Animal Crossing: New Leaf.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
230,Joachim Valentine,Shadow Hearts: Covenant,2004,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/joachim-valentine-in-shadow-hearts-covenant,LGBTQ Video Game Archive classification: gay:explicit. Source page: Joachim Valentine in Shadow Hearts: Covenant.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
231,Gerard,Shadow Hearts: Covenant,2004,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/magimel-brothers-in-shadow-hearts-covenant,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gerard and Pierre Magimel in Shadow Hearts: Covenant.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
232,Pierre Magimel,Shadow Hearts: Covenant,2004,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/magimel-brothers-in-shadow-hearts-covenant,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gerard and Pierre Magimel in Shadow Hearts: Covenant.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
233,Meiyuan,Shadow Hearts,2001,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/13/meiyuan-in-shadow-hearts,LGBTQ Video Game Archive classification: gay:explicit. Source page: Meiyuan in Shadow Hearts.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
234,Mud,Gothic,2001,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/04/mud-in-gothic,LGBTQ Video Game Archive classification: gay:implicit. Source page: Mud in Gothic.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
235,Pete/Peta the Make-over Mage,Runescape,2001,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/26/petepeta-the-make-over-mage-in-runescape,"LGBTQ Video Game Archive classification: transgender:implicit, non-binary or genderqueer:implicit. Source page: Pete/Peta the Make-over Mage in RuneScape.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
236,Saharah,Animal Crossing: New Leaf,2012,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/01/15/saharah-in-animal-crossing-new-leaf,LGBTQ Video Game Archive classification: transgender:implicit. Source page: Saharah in Animal Crossing: New Leaf.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
237,The Oracle,Runescape,2001,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/26/the-oracle-in-runescape,LGBTQ Video Game Archive classification: transgender:implicit. Source page: The Oracle in RuneScape.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
238,Wizard Jalarast,Runescape,2001,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/26/wizard-jalarast-in-runescape,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Wizard Jalarast in RuneScape.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
239,Hairdresser Octopus,PaRappa the Rapper 2,2002,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/30/hairdresser-octopus-in-parappa-the-rapper-2,LGBTQ Video Game Archive classification: gay:implicit. Source page: Hairdresser Octopus in PaRappa The Rapper 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
240,Scarlett,Divine Divinity: Dragon Commander,2013,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/23/scarlett-in-divine-dragon-commander,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Scarlett in Divine: Dragon Commander.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
241,Bertram,Temple of Elemental Evil,2003,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/20/bertram-in-temple-of-elemental-evil,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bertram in Temple of Elemental Evil.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
242,Juhani,Star Wars: Knights of the Old Republic,2003,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/14/juhani-in-star-wars-knights-of-the-old-republic,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Juhani in Star Wars: Knights of the Old Republic.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
243,Lionel,Deus Ex: Invisible War,2003,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/08/29/lionel-and-mark-finley-in-deus-ex-invisible-war,LGBTQ Video Game Archive classification: gay:explicit. Source page: Lionel and Mark Finley in Deus Ex: Invisible War.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
244,Mark Finley,Deus Ex: Invisible War,2003,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/08/29/lionel-and-mark-finley-in-deus-ex-invisible-war,LGBTQ Video Game Archive classification: gay:explicit. Source page: Lionel and Mark Finley in Deus Ex: Invisible War.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
245,Marian,Harvest Moon: The Tale of Two Towns,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/03/marian-in-story-of-seasons,LGBTQ Video Game Archive classification: gay:explicit. Source page: Marian in Story of Seasons.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
246,Tornado Tonion,Mega Man X7,2003,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/30/tornado-tonion-in-mega-man-x7,LGBTQ Video Game Archive classification: gay:implicit. Source page: Tornado Tonion in Mega Man X7.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
247,Tomoya Okazaki,Clannad,2004,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/07/27/bad-ending-with-tomoya-okazaki-and-youhei-sunohara-in-clannad,LGBTQ Video Game Archive classification: gay:implicit. Source page: “Bad Ending” with Tomoya Okazaki and Youhei Sunohara in Clannad. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
248,Youhei Sunohara,Clannad,2004,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/07/27/bad-ending-with-tomoya-okazaki-and-youhei-sunohara-in-clannad,LGBTQ Video Game Archive classification: gay:implicit. Source page: “Bad Ending” with Tomoya Okazaki and Youhei Sunohara in Clannad. Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
249,Jean Armstrong,Phoenix Wright: Ace Attorney Trials and Tribulations,2004,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/05/25/jean-armstrong-in-phoenix-wright-ace-attorney-trials-and-tribulations,LGBTQ Video Game Archive classification: gay:explicit. Source page: Jean Armstrong in Phoenix Wright: Ace Attorney – Trials and Tribulations.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
250,Pisha,Vampire: The Masquerade- Bloodlines,2004,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/21/pisha-in-vampire-the-masquerade-bloodlines,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Pisha in Vampire the Masquerade: Bloodlines.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
251,Reaver,Fable II,2008,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/08/28/reaver-in-fable-series,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Reaver in Fable series.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
252,Dr. N Gin,Crash Tag Team Racing,2005,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/29/dr-n-gin-in-crash-tag-team-racing,LGBTQ Video Game Archive classification: gay:implicit. Source page: Dr. N Gin in Crash Tag Team Racing.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
253,Jun Watarase,Happiness,2005,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/26/jun-watarase-in-happiness-visual-novel,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Jun Watarase in Happiness! (Visual Novel).,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
254,Kaidala,Neverwinter Nights: Kingmaker,2005,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/08/30/kaidala-in-neverwinter-nights-kingmaker,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Kaidala in Neverwinter Nights: Kingmaker.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
255,Kasumi Kurasawa,A Midsummer Day’s Resonance,2005,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/07/18/kasumi-kurasawa-in-a-midsummer-days-resonance,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Kasumi Kurasawa in A Midsummer Day’s Resonance.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
256,Tommy,Indigo Prophecy/Fahrenheit,2005,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/11/tommy-in-indigo-prophecyfahrenheit,LGBTQ Video Game Archive classification: gay:explicit. Source page: Tommy in Indigo Prophecy/Fahrenheit.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
257,Yaha,Drakengard 2,2005,,,,,unknown,unknown,man,bisexual; asexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/08/30/yaha-in-drakengard-2,"LGBTQ Video Game Archive classification: bisexual:implicit, asexual:implicit. Source page: Yaha in Drakengard 2.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
258,Eater,Blaze Union,2010,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/21/eater-in-blaze-union,LGBTQ Video Game Archive classification: non-binary or genderqueer:explicit. Source page: Eater in Blaze Union.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
259,Garlot,Blaze Union,2010,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/21/garlot-in-blaze-union,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Garlot in Blaze Union.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
260,Kyra,Gloria Union,2011,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/21/kyra-in-gloria-union,LGBTQ Video Game Archive classification: non-binary or genderqueer:explicit. Source page: Kyra in Gloria Union.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
261,Makoto,Enchanted Arms,2006,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/10/makoto-in-enchanted-arms,LGBTQ Video Game Archive classification: gay:explicit. Source page: Makoto in Enchanted Arms.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
262,Wendy,Rule of Rose,2006,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/01/12/wendy-in-rule-of-rose,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Wendy in Rule of Rose.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
263,Zilva,Yggdra Union,2006,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/21/zilva-and-elena-in-yggdra-union,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Zilva and Elena in Yggdra Union.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
